title,company,location,published,applicants,url,description
React Developer,Making Sense LLC,Argentina,Hace 2 meses,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/react-developer-at-making-sense-llc-4080027463?position=5&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=aV5nM0TTFhQhgqgzdJV5Mw%3D%3D,Descripción del puesto Job Title Sr React Developer Remote position in Argentina Perform tasks in all phases of the development cycle with little or none technical supervision. Appropriately assess problematic situations to gain adequate understanding of problems involved and assume the responsibility of delivering complex tasks on time and in scope within the team’s plan. Requisitos Beneficios
Web Frontend Engineer - JS| CSS| React| Flutter,Canonical,Buenos Aires y alrededores,Hace 3 semanas,83 solicitudes,https://ar.linkedin.com/jobs/view/web-frontend-engineer-js-css-react-flutter-at-canonical-4127734750?position=6&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=nFtWVObZ%2B1SamobSbhSsbA%3D%3D,Canonical is a leading provider of open-source software and operating systems to the global enterprise and technology markets. Our platform| Ubuntu| is very widely used in breakthrough enterprise initiatives such as public cloud| data science| AI| engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers| and industry leaders in many sectors. The company is a pioneer of globally distributed collaboration| with 1100+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person| in interesting locations around the world| to align on strategy and execution. The company is founder-led| profitable and growing. We are hiring a Web/UI Engineer to develop a data-rich and reliable user experience. These frontends are constructed using JS| CSS| React| and Flutter| and serve as Canonical's enterprise products that act as the company's face to our users. In order to create consistency across our products and sites| we have a central team that builds an open-source React toolkit and presentation layer| the Vanilla Framework. We are excited to develop this further and see if we can help more open-source projects build performant and accessible interfaces that respond well to diverse layouts. We use REST APIs for communication| and we consider API design an important part of the process. Flutter is a new front-end technology that has the potential to unify our desktop and web development. We are growing the team's exposure to Flutter and have roles on both web and Ubuntu engineering for this specialism. We hire developers with outstanding academic results and a passion for open-source software| innovation| and cutting-edge web technologies. In these roles| you will have the opportunity to make significant contributions through high-quality| front-end and back-end code while exhibiting technical leadership| exceptional design| and intuitive user experience. Additionally| we encourage colleagues to engage with the broader open-source community. We're looking for individuals who can help build a thriving community| contribute to a broad range of technologies| and ensure seamless software operations at scale. : This is a Globally remote role. The role entails What we are looking for in you Nice-to-have skills What we offer colleagues We consider geographical location| experience| and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay| we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits| which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally. Canonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu| one of the most important open source projects and the platform for AI| IoT and the cloud| we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed| we need to be the best at what we do. Most colleagues at Canonical have worked from home since its inception in 2004. Working here is a step into the future| and will challenge you to think differently| work smarter| learn new skills| and raise your game. Canonical is an equal-opportunity employer We are proud to foster a workplace free from discrimination. Diversity of experience| perspectives| and background creates a better work environment and better products. Whatever your identity| we will give your application fair consideration.
Angular Developer,Switch Software,Buenos Aires y alrededores,Hace 1 semana,42 solicitudes,https://ar.linkedin.com/jobs/view/angular-developer-at-switch-software-4139777889?position=7&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=wZIPud9IsgBR67Xj8Dwb0A%3D%3D,We are searching for Semi Senior Adv / Senior JavaScript (Angular) developers. We are looking for an energetic| dedicated| and responsible front-end software developer to help us build software that is modernizing the construction industry. As an integral part of the product engineering team| you will be responsible for building applications from the ground up and developing features that change how customers do business. Requisitos Beneficios Switch Software is always looking for ambitious| talented software developers. Our main offerings include .NET| Java and Javascript| but if you specialize in something else| we want to see what you have to offer. We are a growing company and have offices in Montevideo(Uruguay) and in US in Austin (Texas)| Chicago and Denver. If you want to work in US projects on a team that maintains a small-company family environment| then Switch may be your next home. https //www.switchsoftware.io/careers
Developer Frontend Checkout Sr,Frávega,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 2 semanas,65 solicitudes,https://ar.linkedin.com/jobs/view/developer-frontend-checkout-sr-at-fr%C3%A1vega-4136809734?position=8&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=XcfsTSYeYSU1TxzWHIvNnQ%3D%3D,Tenemos una oportunidad dentro de Frávega Tech| ya que buscamos un Developer Frontend Ecommerce Sr para nuestro equipo de Ecommerce. ¿Cuales serán tus principales funciones y responsabilidades? Requisitos tiene Nuevas Oportunidades y Desafíos Profesionales para vos! Somos la en ventas del segmento de electrodomésticos y pionera en la omnicanalidad como respuesta a las nuevas formas de consumo donde desarrollamos un para ampliar la oferta de productos. Integramos la logística de nuestro con nuestras para ofrecer una experiencia de cliente única| con entrega rápida y segura. Somos un distribuidos en todo el país con más de . Nos transformamos y adaptamos continuamente a las novedades del mercado| priorizando siempre a las personas. ¿Te querés sumar y ser parte de Frávega? Estando cerca| somos el mejor equipo por lejos.
Front end Developer SSr,Raven.inc,Buenos Aires y alrededores,Hace 2 meses,174 solicitudes,https://ar.linkedin.com/jobs/view/front-end-developer-ssr-at-raven-inc-4091656826?position=9&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=2EfhYZVGKTWgl%2FnB212BEg%3D%3D,About Us We are Raven| a unique blend of consulting| creative and technology capabilities united with a single focus: We ideate| build| and launch new value propositions that materialize our clients' potential. Our unique approach underpins the creation of emerging propositions capable of generating or capturing new value. We untap New Horizons. In a world that faces unprecedented challenges both from a business and market dynamics| with the increasing demand of an evolving customer and collaborator| we are the wingman of our clients to cope with their growth challenges. Just for a Few. We support leaders and market creators to innovate commercial disruptions and accelerate growth| combining strategy| design| innovation| and technology. Many organizations preach the same promise| but only a few delivers on it. We are among those. Global Reach. Since our inception| we have developed projects with top-tier organizations throughout Latin America and Europe. We are currently expanding beyond. We are not a consulting Company. We work differently from traditional consultants. We are not another consulting boutique| nor we want to be. We are fast and agile as a start-up| but precise and narrow focus on delivering value to our clients. For you. We support your professional and personal development. We provide freedom to develop and a unique work environment that rewards each member of our team professionally and personally. Our Verticals. We organize across four business lines: Business| Experience| Growth and Tech. These business lines create a seamless and yet synergetic value proposition for our clients. We Think to Design. We build to Sell. This is what we do| we conceive unique value propositions that then we take to market! We look for individuals who dare to Here comes the ones who change things trying to get there faster Making things happen delivering Here comes those who transform the present to and the ones who You must think| act| and behave with an owner's mentality that is permanently reinventing itself. Here are those of us who want to make the imposible posible. Our work place You must be a natural team player and should feel comfortable working with professionals from diverse disciplines| backgrounds| and countries. We embrace work-life balance: the well-being of our people is a priority for us. A culture of learning and creating is promoted around the world: diversity will allow us to strengthen our impact. We encourage innovation and disruption. We understand that changes will occur| and that adaptability is essential to help when they do happen. Collaboration is emphasized and rewarded. Si te apasiona el desarrollo de soluciones digitales centradas en usuarios| entonces nos interesa conocerte. Buscamos un Desarrollador Front-End Angular con conocimientos en algún otro lenguaje de desarrollo Front end| como React Native o Flutter| motivado y comprometido| con interés en el aprendizaje constante y el trabajo en equipo en un ambiente ágil. En esta posición trabajarás junto a profesionales de primer nivel en el desarrollo de proyectos para importantes empresas en la región| los que desafiarán y potenciarán tus habilidades. Llevarás a cabo soluciones para diferentes tipologías de proyectos| dependiendo del requerimiento de nuestros clientes. Serás parte de un equipo que trabaja de manera flexible y con habilidades de primer nivel. Our benefits! 🚀 We are working on new rewards tailored to the market for 2025 👏 Your salary can be paid in USD. 🎁 My Birthday: Afternoon off on your birthday 🚚 Moving Day: we support that you can move in calmly and settle into your new home 🔎 Raven Hunters: You can recommend profiles that you know and that you think can make a perfect match with our organization 🐦‍⬛ Raven allows you to work remotely in your country.
Desarrollador de front-end,VEMO,Vicente López| Provincia de Buenos Aires| Argentina,Hace 3 semanas,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/desarrollador-de-front-end-at-vemo-4127545619?position=10&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=6%2BJYiCZl%2BWGi4SWU113oJg%3D%3D,Búsqueda Laboral Contacto: magdalena.alisedo@vemo.global Puesto Ofertado: Senior Frontend Developer Ubicación: Olivos Descripción
Developer Front End Angular – Senior,Universidad Nacional Arturo Jauretche,Argentina,Hace 1 semana,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/developer-front-end-angular-%E2%80%93-senior-at-universidad-nacional-arturo-jauretche-4142698653?position=1&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=nQ5igAnFzXPdO8FzLNUbew%3D%3D,Descripción del puesto Develop and maintain robust web applications using Angular and front-end skills.
Frontend Developer (Angular) - (Relocation to Bulgaria Required),Sofia Stars,Argentina,Hace 2 días,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/frontend-developer-angular-relocation-to-bulgaria-required-at-sofia-stars-4112643439?position=2&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=HOZohfclXcMonUGr%2BbeMuw%3D%3D,❗️Please note that relocation to Sofia| Bulgaria is required. ❗️Sofia Stars takes care of Visa and other administration related costs.
Desarrollador Front End (React +Nest) SR. (Argentina - remoto),SOOFT Technology,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 3 semanas,120 solicitudes,https://ar.linkedin.com/jobs/view/desarrollador-front-end-react-%2Bnest-sr-argentina-remoto-at-sooft-technology-4129175631?position=3&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=JaosSNRU3MU4HDyhWm85IA%3D%3D,¡Subite a la nave de SOOFT Technology! Queremos que vengas a desafiar y sumar tu talento a una empresa en pleno crecimiento. Nos encontramos en la búsqueda de un para sumar a importante empresa líder en tesorería digital. Se requieren perfiles que acrediten por lo menos 5 años de experiencia en el rol. 100% Remoto Argentina Requisitos Profesionales con conocimientos específicos en Beneficios 🤝Un ambiente de trabajo súper cálido y divertido 💪Gran oportunidad para crecer y desarrollarte como profesional 🧡Prepaga premium 🏅Programa de referidos 🎁Obsequios y celebración de fechas especiales 💻Posibilidad de trabajar estés donde estés 🎉Día de cumpleaños free 📦 Kit de bienvenida
JS/TS Full Stack Developer,Codea IT,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 1 mes,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/js-ts-full-stack-developer-at-codea-it-4101960877?position=4&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=Fis%2FTkJMlbu8gzMpC1tjtw%3D%3D,Acerca del puesto JS/TS Full Stack Developer ⭐¡Codea IT sigue creciendo! Somos una empresa líder de desarrollo en América. Llevamos adelante la de nuestros clientes gracias a los mejores que conforman nuestro equipo| trabajando remotamente en tecnologías modernas y proyectos desafiantes. Buscamos para participar de forma en diferentes proyectos conformados por equipos distribuidos por todo el mundo. Manejo de inglés intermedio - avanzado +2 años de experiencia en Frontend. +2 año de experiencia en Backend Si te motiva formar parte de un equipo compuesto por grandes profesionales y trabajar 100% orientado a objetivos en un entorno innovador|
Front-end Developer Ssr,Alquiler Argentina,Argentina,Hace 1 día,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/front-end-developer-ssr-at-alquiler-argentina-4147187363?position=5&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=W51NR2J6CWsaxX3K3oGDyw%3D%3D,En Alquiler Argentina buscamos un enfoque innovador 💡 que promueva la generación de ideas| la búsqueda de respuestas| el desarrollo de soluciones y su implementación efectiva. Creemos firmemente que la pasión y la actitud son los impulsores que nos permiten lograr resultados excepcionales 💪
Middle Frontend Engineer,Qinshift,Córdoba| Córdoba| Argentina,Hace 6 días,27 solicitudes,https://ar.linkedin.com/jobs/view/middle-frontend-engineer-at-qinshift-4145156645?position=6&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=VGzNwBDThMyGy%2Bl0MYtbPw%3D%3D,This is us At Qinshift and Avenga we are merging together to start a new era of technology that matter. Leveraging the power of innovations| we are on a journey to shape the future of work| and we are inviting you to co-create it with us. We are looking for a to join our dynamic team. The ideal candidate is proactive| detail-oriented| and capable of identifying and efficiently solving problems. You should be able to work under pressure and collaborate with different teams to ensure the best user experience.
Front end Angular Developer Ssr. (CABA - Híbrido),SOOFT Technology,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 1 mes,38 solicitudes,https://ar.linkedin.com/jobs/view/front-end-angular-developer-ssr-caba-h%C3%ADbrido-at-sooft-technology-4102828159?position=7&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=fXqGKG0GWbfdamQNy%2B0MHQ%3D%3D,Buscamos Desarrolladores Front end Angular Ssr. Modalidad de trabajo Híbrido CABA - Calle esmeralda 900 (3 dias Oficina - 2 remoto) basado en microservicios. etc.). diseñar la solución y establecer la hoja de ruta del proyecto. de alta calidad dentro de los plazos establecidos. Requisitos Beneficios Contratación directa con cliente.
Developer Front End Angular – Senior,Universidad del Noreste.,Argentina,Hace 1 semana,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/developer-front-end-angular-%E2%80%93-senior-at-universidad-del-noreste-4141449639?position=8&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=fq5kb0plb5Fl3ut7KziGCw%3D%3D,Descripción del puesto Develop and maintain robust web applications using Angular and front-end skills.
Full-Stack NodeJS & React Developer,Howdy.com,Argentina,Hace 1 mes,57 solicitudes,https://ar.linkedin.com/jobs/view/full-stack-nodejs-react-developer-at-howdy-com-4121535584?position=9&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=RP8fnmKFcle%2F41rcebnD2w%3D%3D,Join Howdy to discover a new way of working remotely At Howdy| we connect top Latin American talent with leading US companies. Unlike other online marketplaces and job platforms| we're a community that cares about people. Our whole ethos is people-first. From top tech roles to accounting| marketing| customer support| finance| HR| and operations - we've got opportunities for everyone. Transform your career with Howdy. Apply today and join us in revolutionizing remote work!
Front-End Developer (React + Next.js),Launchpad Technologies Inc.,Argentina,Hace 4 días,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/front-end-developer-react-%2B-next-js-at-launchpad-technologies-inc-4077962117?position=10&pageNum=5&refId=l3wVOTZfWpvp5hcirUw3MA%3D%3D&trackingId=rZNFkfxMZPXnmWGATQybcA%3D%3D,Launchpad| a people-first technology company| is a leader in North America´s rapidly growing tech sector. Through two solutions| Launchpad supports its clients with digital transformation: Based in Vancouver| Canada| our operational footprint spans across North and South America| with a second headquarters in Santiago| Chile. In 2023| our unwavering dedication to innovation garnered recognition as a Deloitte Technology Fast 50™ Program Company. Our clientele boasts industry leaders such as Walmart| GM| TIME Magazine| Salesforce| Tableau| Splunk| Bolt.com| Freedom House| and more. At Launchpad| we genuinely care about our people as individuals. If you are looking for a team that values growth| drive| and passion for your craft| if you’re seeking a place to achieve your goals and dreams with fairness and integrity| then we’d love to hear from you. We are seeking a talented and experienced to join our team. In this role| you will be responsible for designing and implementing user-facing features for high-performance web applications. You will work closely with cross-functional teams to ensure seamless collaboration and deliver exceptional user experiences. At Launchpad| we genuinely care about our people as individuals. If you are looking for a team that values growth| drive| and passion for your craft| if you’re seeking a place to achieve your goals and dreams with fairness and integrity| then you are the future of Launchpad. Launchpad is committed to fostering a diverse and representative workforce and an inclusive work environment where all employees are respected and treated equally. Are you ready to elevate your career at Launchpad? We want to hear your story! Contact us today.
Backend NodeJS Developer,Howdy.com,Argentina,Hace 1 mes,46 solicitudes,https://ar.linkedin.com/jobs/view/backend-nodejs-developer-at-howdy-com-4121537407?position=1&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=jZcZZxNYypE2%2BmZuSFuNoA%3D%3D,Join Howdy to discover a new way of working remotely At Howdy| we connect top Latin American talent with leading US companies. Unlike other online marketplaces and job platforms| we're a community that cares about people. Our whole ethos is people-first. From top tech roles to accounting| marketing| customer support| finance| HR| and operations - we've got opportunities for everyone. Transform your career with Howdy. Apply today and join us in revolutionizing remote work!
Senior Full Stack Developer| React,Teramind,Buenos Aires y alrededores,Hace 1 mes,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/senior-full-stack-developer-react-at-teramind-4122334393?position=2&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=gmHVoQX0q0puglOIUfksWg%3D%3D,Teramind is a hybrid| global workforce building the next-generation Insider Risk Management and User Behavior Analytics platform. Join our team of innovators who are redefining insider risk management through cutting-edge technology. More than 10|000 organizations across the globe have used' Teramind to mitigate insider threats and protect their sensitive company data with the most robust| enterprise-grade software on the market.
React Developer,Applaudo,Argentina,Hace 2 días,126 solicitudes,https://ar.linkedin.com/jobs/view/react-developer-at-applaudo-4149020971?position=3&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=TK%2FFRH05yMRF9ObbIUscbg%3D%3D,About you You are someone who wants to influence your own development. You’re looking for a company where you have the opportunity to pursue your interests and be able to grow professionally.
,,,,,https://ar.linkedin.com/jobs/view/founding-software-engineer-0-3-yoe-in-person-buenos-aires-argentina-usd-36-48k-%2B-equity-at-gomry-4126232956?position=4&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=f9ijB7W4wdupnSU4ENmB%2BQ%3D%3D,About Gomry: At Gomry| we're building a self-service| cloud-based platform that helps organizations manage members| events| and sponsorships. We work with over 1|200 organizations—mostly associations| clubs| and community groups—and connect more than 70|000 people across North America| the UK| Switzerland| and the EU.
Node.js Developer,Codea IT,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 1 mes,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/node-js-developer-at-codea-it-4101964292?position=5&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=R6jXZpXKufDKpMmMwjnHzg%3D%3D,Acerca del puesto Node.js Developer Node.js Developer ⭐ Somos una empresa líder de desarrollo en América. Llevamos adelante la de nuestros clientes gracias a los mejores que conforman nuestro equipo| trabajando remotamente en tecnologías modernas y proyectos desafiantes. Buscamos para participar de forma en diferentes proyectos conformados por equipos distribuidos por todo el mundo Si te motiva formar parte de un equipo compuesto por grandes profesionales y trabajar 100% orientado a objetivos en un entorno innovador|
FF - Fullstack Developer - React+Node,In All Media,Buenos Aires y alrededores,Hace 1 mes,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/ff-fullstack-developer-react%2Bnode-at-in-all-media-4121939953?position=6&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=E%2B4cJ6WLij5mz0QK17BqnA%3D%3D,Fullstack Developer React+Node Job Summary We are seeking an experienced Fullstack Software Engineer with expertise in React and Node.js to work on one of our client’s largest products—a global career advice content hub that spans 26 different locales and hosts thousands of articles to help job seekers excel in their careers. In this role| you will collaborate closely with marketing and product management teams to enhance website features| maintain the content management system (CMS) platform| and drive organic traffic.
Senior Full Stack Developer with React,Teramind,Buenos Aires y alrededores,Hace 1 mes,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/senior-full-stack-developer-with-react-at-teramind-4122320915?position=7&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=l8YcslGjbCX93bduzoEuHA%3D%3D,Teramind is a hybrid| global workforce building the next-generation Insider Risk Management and User Behavior Analytics platform. Join our team of innovators who are redefining insider risk management through cutting-edge technology. More than 10|000 organizations across the globe have used' Teramind to mitigate insider threats and protect their sensitive company data with the most robust| enterprise-grade software on the market.
React Developer,Applaudo,Provincia de Buenos Aires| Argentina,Hace 2 días,97 solicitudes,https://ar.linkedin.com/jobs/view/react-developer-at-applaudo-4149024222?position=8&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=ItAzAycFnk6Z9TCrO0G6Iw%3D%3D,About you You are someone who wants to influence your own development. You’re looking for a company where you have the opportunity to pursue your interests and be able to grow professionally.
Senior Full Stack Developer with React,Teramind,Buenos Aires y alrededores,Hace 1 mes,53 solicitudes,https://ar.linkedin.com/jobs/view/senior-full-stack-developer-with-react-at-teramind-4103327365?position=9&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=H6gPA54UxXzYkMpNA8hD1Q%3D%3D,Teramind is a hybrid| global workforce building the next-generation Insider Risk Management and User Behavior Analytics platform. Join our team of innovators who are redefining insider risk management through cutting-edge technology. More than 10|000 organizations across the globe have used' Teramind to mitigate insider threats and protect their sensitive company data with the most robust| enterprise-grade software on the market.
Next.JS Developer (Remote),Greencode Software,Buenos Aires y alrededores,Hace 1 semana,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/next-js-developer-remote-at-greencode-software-4142064004?position=10&pageNum=7&refId=ti5ZekKAvEe2N8eLSTduPw%3D%3D&trackingId=Z4LvpJPlbIi0m%2B79Qf85aA%3D%3D,We’re looking for a talented **Semi Senior / Senior Next.js Developer** to join our team and help us deliver innovative solutions for our US-based client dedicated to agency services. About Us We specialize in supporting companies and nonprofits by project managing| building| and developing state-of-the-art technological solutions. Our team thrives on creativity| collaboration| and delivering high-quality results. As a Next.js Developer| you’ll work on exciting projects leveraging the following stack: You’ll collaborate with a dedicated team to design| develop| and deploy solutions that meet our clients' needs while ensuring high performance| security| and scalability. If you’re excited about this opportunity and meet the requirements| we’d love to hear from you! Please send your resume to julieta.raineri@greencodesoftware.com
JavaScript / TypeScript Full-Stack Developer,Turing,Argentina,Hace 1 día,28 solicitudes,https://ar.linkedin.com/jobs/view/javascript-typescript-full-stack-developer-at-turing-4149538880?position=1&pageNum=10&refId=8uheD%2F1Jj9wOF8qQdCDT4g%3D%3D&trackingId=U5xgHSsb42XJwg%2BYahNBMA%3D%3D,We are actively seeking talented developers proficient in Javascript/Typescript to join our ambitious team dedicated to pushing the frontiers of AI technology. This opportunity is tailored for professionals who thrive on developing innovative solutions and aspire to be at the forefront of AI advancements. You will work with different companies in the US who are looking to develop cutting-edge commercial and research AI solutions. This is a long-term (1y+| no end in sight) offer from our client on a full-time basis. The team is built and managed internally| so if and when this project ends| you will most likely be immediately assigned to another similar project with another client. Watch Here - https://www.loom.com/share/d6d8eefd3bf7478cbb1fc8eb52fa2b8f Two internal interviews (60 min technical + 15-30 min cultural and offer conditions discussion).
React Developer Senior,Leniolabs_,Chile,Hace 4 meses,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/react-developer-senior-at-leniolabs-4032951901?position=2&pageNum=10&refId=8uheD%2F1Jj9wOF8qQdCDT4g%3D%3D&trackingId=xJYyUOJ9KrbZNqbfISmeAA%3D%3D,Leniolabs es una empresa de desarrollo de software con sedes en Argentina| Chile| España y USA. Colaboramos en el desarrollo de software de nuestros clientes que se encuentran principalmente en San Francisco| sumándose con nuestros equipos y estructura y trabajando directamente con ellos. Nuestra experiencia se basa fuertemente en el desarrollo frontend con lenguajes como Javascript| React y Angular. También trabajamos algunos proyectos en backend con lenguajes como Ruby on Rails| Python (classifiers y big data structures) y NodeJS. Valoramos a las/los desarrolladoras/es dinámicas/os en el aprendizaje de nuevas tecnologías para utilizarlas en los proyectos. Actualmente buscamos talentos especializados en desarrollo frontend| que quieran unirse al equipo de Leniolabs como para trabajar con uno de nuestros clientes más importantes que se encuentra ubicado en San Francisco. Buscamos personas con muchas ganas de aprender| de sumar| con | que tenga manejo de trabajo en equipo.
Desarrollador Backend Node.js,C&S Informática,Comuna 1| Provincia de Buenos Aires| Argentina,Hace 1 semana,47 solicitudes,https://ar.linkedin.com/jobs/view/desarrollador-backend-node-js-at-c-s-inform%C3%A1tica-4144070514?position=3&pageNum=10&refId=8uheD%2F1Jj9wOF8qQdCDT4g%3D%3D&trackingId=ECQ%2FP8hmvPFbbF2%2Fx7hkig%3D%3D,Acerca de C&S🧬 Somos una empresa de más de 160 profesionales| consolidada hace 38 años en el mercado. Nuestro propósito es garantizar la satisfacción de nuestros clientes; para ello| ofrecemos servicios de Desarrollo de Software| Talent Outsourcing y Consultoría IT. Contamos con certificación ISO 9001 y sedes en Buenos Aires| Argentina y Santiago de Chile. Desde C&S estamos buscando candidatos/as para llenar la posición de Desarrollador Backend - Senior Modalidad de trabajo 📍 Esquema remoto. ⏰ Horario de 9 a 18 hs. Descripción de tareas 💡 Participar en reuniones de Sprint Planning| Daily| Refinamientos y Retrospective 💡 Crear Tareas para las User Stories durante el Sprint de acuerdo al Technical Document 💡 Desarrollo de Test Cases y Unit Testing utilizando TDD 💡 Desarrollo de APIs y Componentes de acuerdo al Technical Document 💡 Cumplir con las Reglas definidas de estandares de codificación 💡 Integración del código con GIT siguiendo las políticas. 💡 Resolución de incidentes y refactoring del Código Skills mandatorios 💼 Mínimo 4 años de experiencia en diseño| desarrollo e implementación de software. 💼 Conocimiento en desarrollo APIs y componentes de backend de aplicaciones de alta disponibilidad. 💼 Patrones de Diseño y de Integración. 💼 Conocimientos en Metodologías Agiles de Desarrollo de Software. 💼 Conocimientos y experiencia en Test Driven Development. ¿Qué ofrecemos? 🩺Cobertura médica (Redirección de aporte) 💰Cuatro revisiones anuales de sueldo. 📚Descuentos en universidades| centros educativos| y más. 🎉Bono de cumpleaños. 💡 Bono por programa de referidos. 🔌Bono para internet y gastos del hogar. 💻Equipo para que puedas trabajar desde tu casa. 🎁Kit de bienvenida al ingresar. ¡Si buscas un lugar en donde puedas crecer profesionalmente y crees que tu perfil coincide con las características mencionadas| no dudes en enviarnos tu CV! 😉
JavaScript / TypeScript Full-Stack Developer,Turing,Argentina,Hace 1 día,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/javascript-typescript-full-stack-developer-at-turing-4149539717?position=4&pageNum=10&refId=8uheD%2F1Jj9wOF8qQdCDT4g%3D%3D&trackingId=twgJ4TcnCUIiCjOd1OrcJw%3D%3D,We are actively seeking talented developers proficient in Javascript/Typescript to join our ambitious team dedicated to pushing the frontiers of AI technology. This opportunity is tailored for professionals who thrive on developing innovative solutions and aspire to be at the forefront of AI advancements. You will work with different companies in the US who are looking to develop cutting-edge commercial and research AI solutions. This is a long-term (1y+| no end in sight) offer from our client on a full-time basis. The team is built and managed internally| so if and when this project ends| you will most likely be immediately assigned to another similar project with another client. Watch Here - https://www.loom.com/share/d6d8eefd3bf7478cbb1fc8eb52fa2b8f Two internal interviews (60 min technical + 15-30 min cultural and offer conditions discussion).
Fullstack Developer (React Native / Node),SHIFTA,Argentina,Hace 2 semanas,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/fullstack-developer-react-native-node-at-shifta-4136688071?position=5&pageNum=10&refId=8uheD%2F1Jj9wOF8qQdCDT4g%3D%3D&trackingId=KHz8Hk4WWUDs%2Bjyb%2B%2ByHZQ%3D%3D,We are Shifta! Somos un Digital Product Studio con el objetivo de innovar| evolucionar y resolver necesidades tecnológicas de negocio. Nuestra Tribu está conformada por +65 Shifters. Nacimos en Argentina| pero ya nos expandimos a México; creando experiencias y productos digitales para el mundo.
